Protein names,Gene names,Ctrl N02,Ctrl N04,Ctrl N06,Ctrl N08,Ctrl N10,PD N01,PD N03,PD N05,PD N07,PD N09
Reticulon-4,RTN4,22.72300084431966,22.823813756306965,22.92388661702474,22.780072530110676,23.123188654581707,22.62118085225423,22.92884635925293,22.777154286702473,22.469111760457356,22.476388931274414
CDGSH iron-sulfur domain-containing protein 1,CISD1,23.71959686279297,23.295035044352215,23.442838033040363,23.04901123046875,23.52659797668457,23.421801884969074,23.337470372517902,23.350495020548504,22.861728032430012,22.770687103271484
"Succinyl-CoA ligase [ADP-forming] subunit beta, mitochondrial",SUCLA2,22.851996739705402,22.491764068603516,22.803731282552082,22.593495051066082,22.746492385864258,22.37662696838379,22.44188117980957,22.526336034138996,22.970407485961914,22.48434829711914
Gamma-adducin,ADD3,21.047412236531574,20.70966402689616,20.674686431884766,20.832343419392902,20.570845286051433,20.799570719401043,20.58376693725586,21.00611750284831,21.195601145426433,20.870311737060547
Prenylcysteine oxidase 1,PCYOX1,22.032236099243164,21.84243392944336,21.8678035736084,21.8746821085612,22.177391052246094,22.046839396158855,21.79288164774577,21.778526941935223,22.46453094482422,22.492481231689453
"GTP:AMP phosphotransferase AK3, mitochondrial",AK3,21.024824778238933,21.20811398824056,20.717387517293293,21.211168289184567,20.51005744934082,20.82107416788737,20.839319864908855,20.682315826416016,20.91769536336263,21.191901524861652
Ras GTPase-activating protein-binding protein 2,G3BP2,20.74339421590169,21.094619750976562,21.093568166097004,20.85904057820638,20.932830174763996,20.599084854125977,20.785271326700848,20.814773559570312,20.200320561726887,20.742124557495117
Cofilin-2,CFL2,20.53909683227539,20.561323165893555,21.238352457682293,20.866714477539062,20.701439539591473,20.855350494384766,20.656800587972004,20.81672477722168,20.423332850138348,20.428709030151367
Protein-arginine deiminase type-2,PADI2,21.26071548461914,20.61936632792155,20.34419822692871,20.61374855041504,20.951056162516277,21.384140014648438,19.910900751749676,21.196509679158527,20.794581095377605,20.80442746480306
Serine-threonine kinase receptor-associated protein,STRAP,20.94062105814616,20.352272033691406,21.680232365926106,20.80385144551595,21.671663284301758,21.338778177897137,21.2150084177653,21.37475077311198,19.98389180501302,20.024054209391277
Thioredoxin-like protein 1,TXNL1,21.401246388753254,21.607847849527996,21.96791648864746,21.62298647562663,21.782217025756836,21.727315266927082,21.673376719156902,21.80979855855306,21.27282460530599,21.72704251607259
Synaptojanin-1,SYNJ1,21.301209767659504,20.92218271891276,20.9625670115153,20.921407063802082,21.169949213663738,21.195281982421875,20.966981887817383,20.769505818684895,21.002761205037434,20.926218668619793
Band 4.1-like protein 2,EPB41L2,20.73032569885254,20.5695374806722,20.80162620544434,20.322926203409832,20.843647638956707,20.434616088867188,19.925711313883465,20.50826644897461,21.34856414794922,20.76651446024577
Calcium-binding mitochondrial carrier protein Aralar1,SLC25A12,23.221965789794922,22.746295928955078,22.955298105875652,22.826622009277344,22.891743342081707,22.335309982299805,22.643033981323242,22.718501408894856,22.701753616333008,22.781314214070637
Mitochondrial import receptor subunit TOM70,TOMM70A,20.839331309000652,21.124810536702473,21.20851707458496,20.905885060628254,21.568152109781902,20.95490074157715,21.59573745727539,21.401220957438152,21.03448486328125,20.933197021484375
"Glutaminase kidney isoform, mitochondrial",GLS,23.483495712280273,23.33980941772461,23.854527791341145,24.0448792775472,23.803734461466473,22.384883880615234,23.337414423624676,23.626067479451496,24.061955134073894,23.489491144816082
NADH-cytochrome b5 reductase 3;NADH-cytochrome b5 reductase 3 membrane-bound form;NADH-cytochrome b5 reductase 3 soluble form,CYB5R3,22.497472763061523,22.339730580647785,22.3686949412028,22.126096725463867,22.297298431396484,22.665414810180664,22.401448567708332,22.458070119222004,22.264245986938477,22.41282844543457
"Ornithine aminotransferase, mitochondrial;Ornithine aminotransferase, hepatic form;Ornithine aminotransferase, renal form",OAT,21.925182978312176,21.85241444905599,21.848093668619793,22.211971282958984,21.88566017150879,21.93315060933431,21.640705744425457,21.804080963134766,22.342404047648113,22.13000742594401
Sodium/potassium-transporting ATPase subunit beta-1,ATP1B1,24.888861338297527,24.4973570505778,24.384735107421875,24.42320378621419,24.397871017456055,24.97320810953776,24.667992909749348,24.416479110717773,25.102563858032227,24.820504506429035
60S acidic ribosomal protein P0;60S acidic ribosomal protein P0-like,RPLP0;RPLP0P6,22.579878489176433,22.335730234781902,22.67763328552246,22.50121815999349,22.98935826619466,22.14292844136556,22.16852315266927,22.573962529500324,22.28431574503581,22.37843132019043
Acyl-CoA-binding protein,DBI,23.878062566121418,24.029468536376953,23.781453450520832,23.809852600097656,23.93223253885905,24.300570170084637,23.736094156901043,24.052881240844727,24.32154655456543,24.31501833597819
Annexin A5,ANXA5,22.893088658650715,23.133302052815754,22.88691584269206,22.983632405598957,22.29082425435384,23.284626642862957,22.489315032958984,23.119957605997723,23.429203033447266,23.310583750406902
40S ribosomal protein SA,RPSA,24.183294932047527,23.593148549397785,23.956000010172527,23.965683619181316,24.235157648722332,23.77540651957194,23.745004018147785,23.787655512491863,23.602311452229817,23.991479873657227
Neural cell adhesion molecule 1,NCAM1,24.45392672220866,24.754770278930664,24.57084019978841,24.506324132283527,24.472232818603516,24.792086283365887,24.751651763916016,24.695027033487957,25.258283615112305,25.067799250284832
Versican core protein,VCAN,22.628760019938152,22.96668815612793,22.329191207885742,22.976410547892254,21.990829467773438,23.55481719970703,23.260059356689453,22.73950958251953,23.03617795308431,22.792626698811848
Acylphosphatase-2,ACYP2,22.71416409810384,22.316473642985027,21.683828989664715,21.70357386271159,22.036202748616535,22.48154067993164,22.12808354695638,22.671823501586914,22.701889038085938,22.501455307006836
Sarcoplasmic/endoplasmic reticulum calcium ATPase 2,ATP2A2,22.80859247843425,22.367565155029297,22.657838821411133,22.57647196451823,22.865702311197918,22.170899709065754,22.154448827107746,22.3297602335612,22.0716069539388,22.185909271240234
Mitogen-activated protein kinase 1,MAPK1,23.373892466227215,23.54217465718587,23.499540328979492,23.103282928466797,23.266490300496418,23.027355194091797,23.355794270833332,23.41824213663737,23.462329228719074,23.72154362996419
Peroxiredoxin-2,PRDX2,24.15421422322591,24.802707036336262,24.538069407145183,24.825281778971355,24.30971336364746,24.082064310709637,24.43546994527181,24.449080149332683,24.71370569864909,24.715129852294922
Voltage-dependent anion-selective channel protein 2,VDAC2,25.10817591349284,24.8975830078125,24.59791437784831,24.5819517771403,25.023661295572918,24.566848754882812,24.856644948323567,24.612972259521484,25.000952402750652,24.64881706237793
F-actin-capping protein subunit beta,CAPZB,21.177359263102215,21.507521947224934,21.28637631734212,21.053374608357746,21.472769419352215,21.650296529134113,21.823771158854168,21.459842046101887,21.489486694335938,21.381797790527347
Glutamine--tRNA ligase,QARS,21.556506474812824,21.13715934753418,21.865903854370117,21.24370765686035,21.90041732788086,21.367209752400715,21.33298110961914,21.638299306233723,18.794999440511067,18.52594820658366
T-complex protein 1 subunit gamma,CCT3,22.70262400309245,21.959065119425457,22.457194646199543,22.761237462361652,22.18703333536784,22.540381749471027,21.901552200317383,21.986248016357422,21.41924794514974,21.80045000712077
Alpha-aminoadipic semialdehyde dehydrogenase,ALDH7A1,22.569265365600586,23.108944574991863,22.153065363566082,22.932641347249348,21.991416931152344,22.57652219136556,22.58404477437337,22.456931432088215,22.87019157409668,22.808326721191406
T-complex protein 1 subunit delta,CCT4,23.121365229288738,22.144545873006184,22.943087895711262,22.680378595987957,22.72007942199707,22.666085561116535,22.463536580403645,22.79157257080078,21.601022084554035,22.095882415771484
"Succinate-semialdehyde dehydrogenase, mitochondrial",ALDH5A1,21.741287231445312,21.72052764892578,21.415102005004883,21.94659487406413,21.399516423543293,21.92814763387044,21.60695966084798,21.68889554341634,21.801371256510418,21.568614323933918
Peroxisomal multifunctional enzyme type 2;(3R)-hydroxyacyl-CoA dehydrogenase;Enoyl-CoA hydratase 2,HSD17B4,21.87913640340169,21.3332576751709,21.324822107950848,21.554066975911457,21.483559290568035,21.68270492553711,21.43567403157552,21.38848368326823,21.456727345784504,21.459630330403645
"10 kDa heat shock protein, mitochondrial",HSPE1,24.69970194498698,24.4617125193278,23.972562154134113,24.353397369384766,24.641623814900715,25.212167104085285,24.596001942952473,24.435635248819988,25.125635147094727,24.830829620361328
Heterogeneous nuclear ribonucleoprotein K,HNRNPK,22.341546376546223,22.101577758789062,22.886377334594727,22.271622975667317,23.249436060587566,22.4645570119222,22.545817693074543,22.80097198486328,21.8387934366862,21.893770853678387
40S ribosomal protein S15a,RPS15A,22.52487309773763,21.82060941060384,22.326606114705402,22.12641779581706,22.102553685506184,22.09742037455241,21.901248931884766,22.192031224568684,21.622344334920246,22.022464116414387
Histone H4,HIST1H4A,20.888514200846355,22.019195556640625,21.043631235758465,22.530459721883137,20.936541875203453,22.46897315979004,21.212080637613933,21.594821294148762,23.045115788777675,22.646623611450195
Ras-related C3 botulinum toxin substrate 1;Ras-related C3 botulinum toxin substrate 3,RAC1;RAC3,23.221529642740887,22.889298756917317,22.974276860555012,23.378047307332356,22.885995229085285,23.0531005859375,23.09509023030599,22.87709108988444,23.16128412882487,23.35437838236491
AP-2 complex subunit beta,AP2B1,22.3782901763916,22.020390192667644,22.319766998291016,22.038094838460285,22.40513292948405,22.44171142578125,22.444581985473633,22.361296971638996,22.2535400390625,22.15145746866862
"4-aminobutyrate aminotransferase, mitochondrial",ABAT,22.880135854085285,24.089423497517902,23.710765838623047,24.22749137878418,23.689854939778645,22.764664967854817,23.36963653564453,23.35729471842448,23.715290069580078,24.019948323567707
Lactoylglutathione lyase,GLO1,22.226131439208984,22.049537022908527,21.91769027709961,22.101833979288738,21.600807825724285,22.13548405965169,21.902004877726238,21.93149248758952,21.998694737752277,22.0463441212972
14-3-3 protein eta,YWHAH,23.72437922159831,22.86563491821289,23.241952260335285,23.403507232666016,23.669884363810223,23.440399805704754,23.41638437906901,23.42570432027181,22.578399658203125,22.60192934672038
"Heat shock protein 75 kDa, mitochondrial",TRAP1,21.861790974934895,20.878101984659832,21.142855326334637,21.449654897054035,21.19079653422038,21.08128547668457,20.871647516886394,21.2494633992513,21.57994333902995,20.768831253051758
Dynactin subunit 2,DCTN2,20.75500996907552,20.94449806213379,21.38666280110677,21.029077529907227,21.54879315694173,21.88890838623047,21.472087224324543,21.608501434326172,21.074180603027344,21.23679033915202
Four and a half LIM domains protein 1,FHL1,21.54133669535319,21.347985585530598,21.659738540649414,20.98316764831543,21.49493153889974,21.832538604736328,21.969100952148438,22.123414357503254,21.503681182861328,21.351593017578125
Fascin,FSCN1,22.931381861368816,23.00974400838216,23.16851870218913,23.028907140096027,23.26369794209798,23.2249755859375,23.657062530517578,23.440638224283855,23.24286651611328,23.358325322469074
Heat shock protein 105 kDa,HSPH1,21.83266830444336,22.088829040527344,21.990520477294922,22.26014518737793,22.036250432332356,22.113447189331055,22.08076286315918,22.116172154744465,21.8903071085612,21.967547098795574
Brevican core protein,BCAN,21.097321192423504,21.398581822713215,21.102540969848633,21.078575134277344,20.56648127237956,21.381066640218098,21.59703763326009,21.026411692301433,21.63815689086914,21.895905176798504
Protein deglycase DJ-1,PARK7,24.786911646525066,24.739617665608723,24.530422846476238,24.40199597676595,24.347700754801433,24.849990844726562,24.308271408081055,24.66643714904785,24.662925720214844,24.802162170410156
Protein kinase C and casein kinase substrate in neurons protein 1,PACSIN1,23.0090192159017,23.143090565999348,23.2545166015625,22.93699328104655,23.50121307373047,22.981884638468426,23.477447509765625,23.27779261271159,22.91401735941569,23.340159098307293
ProSAAS;KEP;Big SAAS;Little SAAS;Big PEN-LEN;PEN;Little LEN;Big LEN,PCSK1N,23.949137369791668,23.30510139465332,23.297204971313477,23.01414744059245,22.777828216552734,23.446327845255535,23.500300725301106,23.637802124023438,23.649054209391277,23.41311200459798
Dipeptidyl peptidase 2,DPP7,23.812827428181965,23.744524637858074,22.81964174906413,22.72347132364909,23.996761322021484,23.393844604492188,24.07145881652832,22.94434102376302,24.407466252644856,23.70719846089681
Mammalian ependymin-related protein 1,EPDR1,26.571074803670246,26.369321823120117,26.474454879760742,26.792478561401367,26.92795689900716,26.444267908732098,26.57063865661621,26.09218978881836,27.604522069295246,27.497470219930012
Hypoxia up-regulated protein 1,HYOU1,21.965927124023438,21.667468388875324,21.725512822469074,21.961903254191082,21.906943639119465,21.48435338338216,21.662099202473957,21.830455780029297,21.033384958902996,21.466769536336262
Phosphoserine aminotransferase,PSAT1,21.649218877156574,21.559199651082356,21.961039225260418,21.744999567667644,21.495757420857746,22.2238032023112,22.0151424407959,22.465952555338543,21.858964284261067,21.77984682718913
D-3-phosphoglycerate dehydrogenase,PHGDH,21.92826970418294,21.74400456746419,21.926761627197266,21.540578842163086,21.748221079508465,22.161069869995117,21.920944849650066,22.609891891479492,21.69593556722005,21.85132598876953
"Dynamin-like 120 kDa protein, mitochondrial;Dynamin-like 120 kDa protein, form S1",OPA1,23.069754282633465,22.716243743896484,22.552565892537434,22.409814834594727,22.62766456604004,22.45483462015788,22.67996660868327,22.744246164957683,22.405967712402344,22.36979802449544
Putative tyrosine-protein phosphatase auxilin,DNAJC6,21.228264490763348,20.83966064453125,20.869543711344402,21.023500442504883,21.157626469930012,20.628966013590496,20.706998825073242,20.72870699564616,20.680789947509766,20.68835194905599
Serotransferrin,TF,23.499733606974285,22.09579340616862,22.701021830240887,21.85015042622884,23.715009053548176,22.874514897664387,23.290690104166668,22.78948720296224,22.853722254435223,22.468528747558594
Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1,RPN1,22.519266764322918,22.195170084635418,22.281958897908527,22.53697967529297,22.988989512125652,21.83088747660319,22.137114842732746,22.365820566813152,22.14286931355794,22.2640323638916
Sodium/potassium-transporting ATPase subunit alpha-1,ATP1A1,23.164915084838867,23.08255449930827,22.841447830200195,23.05946413675944,22.715792338053387,23.088911056518555,23.14489682515462,22.566869735717773,23.526344299316406,23.348296483357746
Protein disulfide-isomerase,P4HB,22.695979436238606,22.232916514078777,22.121848424275715,22.222023646036785,22.38223711649577,22.408408482869465,22.213055928548176,22.273678461710613,21.510711669921875,21.79203987121582
"Dihydrolipoyl dehydrogenase, mitochondrial",DLD,23.5906982421875,23.780646006266277,23.601027806599934,23.90509541829427,24.036006927490234,23.47586186726888,23.756168365478516,23.88555081685384,23.71790059407552,23.79559580485026
Lysosomal alpha-glucosidase;76 kDa lysosomal alpha-glucosidase;70 kDa lysosomal alpha-glucosidase,GAA,22.010703404744465,21.831918080647785,21.422709782918293,21.624233881632488,21.417530059814453,22.325565338134766,21.530245463053387,21.586820602416992,22.13491439819336,22.48464520772298
Lysosomal acid phosphatase,ACP2,21.034924189249676,22.048911412556965,21.702390670776367,21.98674710591634,21.760072072347004,22.154258728027344,22.013750076293945,21.923858006795246,22.356842676798504,22.25070635477702
"Pyruvate dehydrogenase E1 component subunit beta, mitochondrial",PDHB,24.097686131795246,23.747331619262695,23.651140848795574,23.759309768676758,24.00115203857422,23.745538075764973,23.78864924112956,23.855371475219727,23.739917755126953,23.618850072224934
"Glycogen phosphorylase, brain form",PYGB,23.07137616475423,21.601518630981445,22.535359064737957,22.897661844889324,22.442842483520508,22.99123700459798,22.31810760498047,23.082071940104168,22.81370735168457,22.308648427327473
"Creatine kinase U-type, mitochondrial",CKMT1A,23.956949869791668,23.94769350687663,23.848889032999676,23.74640655517578,24.221272786458332,23.743018468221027,24.175154368082683,24.063814163208008,23.98124059041341,24.02558708190918
Elongation factor 2,EEF2,21.938283920288086,21.47395896911621,22.476123174031574,22.190173467000324,22.656835556030273,22.200602213541668,22.114826838175457,22.252124150594074,20.693932215372723,21.423184076944988
Carbonyl reductase [NADPH] 1,CBR1,23.438304901123047,23.71351496378581,24.147745768229168,23.78034845987956,24.116074244181316,24.559452056884766,23.878998438517254,24.59735107421875,23.829256057739258,24.010391235351562
Synapsin-1,SYN1,23.711018244425457,24.218011220296223,24.230566660563152,24.135629018147785,23.75037384033203,23.510963439941406,23.998661677042644,23.445344924926758,24.52252197265625,24.37013816833496
Phosphoglycerate mutase 1,PGAM1,25.083609263102215,24.86344273885091,25.38987096150716,25.053139368693035,25.31174596150716,25.037500381469727,25.25242741902669,25.50836118062337,24.83102798461914,24.795496622721355
"V-type proton ATPase subunit B, brain isoform",ATP6V1B2,23.26753044128418,23.681324640909832,23.80935796101888,23.750097910563152,23.70743687947591,23.610862731933594,23.73195521036784,23.626888910929363,23.801185607910156,23.609785079956055
Heterogeneous nuclear ribonucleoproteins A2/B1,HNRNPA2B1,22.415539423624676,22.49143409729004,22.25247573852539,22.75532341003418,22.299004236857098,22.39553451538086,22.193761825561523,22.187456766764324,21.89350191752116,22.113618850708008
40S ribosomal protein S3,RPS3,24.293572107950848,23.82432683308919,24.162250518798828,24.181102752685547,24.566286087036133,24.254581451416016,23.961081822713215,24.159483591715496,23.88457489013672,24.1063289642334
Adenosylhomocysteinase,AHCY,22.201937993367512,22.392087936401367,22.333329518636067,22.50924301147461,22.028926213582356,22.72595278422038,22.358975728352863,22.56567891438802,22.707088470458984,22.408114751180012
60S ribosomal protein L12,RPL12,23.441674550374348,23.34482765197754,23.502926508585613,23.703407923380535,23.84974733988444,23.236670176188152,23.258185704549152,23.461586634318035,23.349320729573567,23.161238352457683
Rab GDP dissociation inhibitor alpha,GDI1,24.600046157836914,25.090856552124023,24.819220225016277,25.12027359008789,24.609843571980793,24.772197087605793,24.821394602457683,24.73197301228841,24.770182291666668,24.88403383890788
"Cytochrome b-c1 complex subunit 1, mitochondrial",UQCRC1,24.6618226369222,24.517079035441082,24.511751174926758,24.48075230916341,24.66471989949544,23.44402821858724,24.477893829345703,24.325035730997723,24.71453793843587,24.55576515197754
"Trifunctional enzyme subunit alpha, mitochondrial;Long-chain enoyl-CoA hydratase;Long chain 3-hydroxyacyl-CoA dehydrogenase",HADHA,22.407652537027996,22.330499013264973,21.99378204345703,22.41587193806966,22.5410639444987,21.950532913208008,22.180230458577473,22.48063786824544,22.822036107381184,22.307816823323567
Lysosomal Pro-X carboxypeptidase,PRCP,23.21348698933919,23.695812225341797,23.640913645426433,23.397445678710938,23.59619394938151,23.045265197753906,23.350676854451496,23.5640074412028,23.827423095703125,23.9822203318278
Platelet-activating factor acetylhydrolase IB subunit alpha,PAFAH1B1,22.18445587158203,21.892119725545246,22.257152557373047,22.140169779459637,22.32179005940755,22.639300028483074,22.411661783854168,22.037686030069988,21.91171137491862,21.854822158813477
"Isocitrate dehydrogenase [NADP], mitochondrial",IDH2,22.397375742594402,22.85274887084961,22.564741770426433,23.159190495808918,22.809823354085285,22.73411814371745,22.602148056030273,22.70570119222005,22.747979482014973,22.60614077250163
Sodium/potassium-transporting ATPase subunit alpha-2,ATP1A2,23.887648900349934,23.353370666503906,23.618625005086262,23.911078770955402,23.784351984659832,23.46392059326172,23.14409001668294,23.100143432617188,24.023780186971027,23.34869448343913
Ras-related protein Rab-7a,RAB7A,23.442067464192707,23.374512990315754,23.713177998860676,23.465585072835285,23.746213912963867,23.269934336344402,23.492382049560547,23.675787607828777,22.928694407145183,23.0154546101888
"Trifunctional enzyme subunit beta, mitochondrial;3-ketoacyl-CoA thiolase",HADHB,21.338066736857098,22.04578399658203,22.06283187866211,22.022236506144207,21.878564834594727,22.154165267944336,21.605733235677082,21.765915552775066,22.173479080200195,21.724417368570965
Myelin proteolipid protein,PLP1,26.34150568644206,27.561856587727863,26.259593963623047,26.899415969848633,26.100793838500977,27.986674626668293,27.149120966593426,26.154374440511067,27.667252858479817,27.695388793945312
Ras-related protein Rab-14,RAB14,22.69286346435547,22.785642623901367,23.090529759724934,22.81216557820638,22.96540641784668,22.85996691385905,23.009206771850586,22.868838628133137,22.867616653442383,22.714967727661133
Contactin-associated protein 1,CNTNAP1,21.86783218383789,21.905345916748047,21.69645627339681,21.670535405476887,21.420202891031902,22.041603088378906,21.94129180908203,21.654656092325848,22.245346069335938,22.246477762858074
"Fatty acid-binding protein, epidermal",FABP5,23.229146321614582,22.18072573343913,22.290110270182293,22.397897084554035,22.303983688354492,23.53913942972819,22.418018341064453,22.79253896077474,22.588338216145832,22.860392252604168
Peroxiredoxin-1,PRDX1,25.92565091451009,25.992760976155598,25.688587188720703,26.012901306152344,25.11200014750163,26.09364064534505,25.620683670043945,26.134785334269207,26.192967732747395,26.128929138183594
Ketimine reductase mu-crystallin,CRYM,23.29520543416341,24.317642211914062,23.892393747965496,23.52446683247884,23.26289431254069,23.61641565958659,24.723024368286133,24.301605860392254,24.324412663777668,24.210527420043945
Staphylococcal nuclease domain-containing protein 1,SND1,22.49158477783203,21.707355499267578,22.603111902872723,22.26955795288086,23.261340459187824,22.163748423258465,22.341971079508465,22.618470509847004,21.022202173868816,20.890479405721027
Tenascin-R,TNR,22.70890172322591,22.64788754781087,22.414278666178387,22.56971041361491,21.990353266398113,22.637954076131184,22.582990646362305,22.276466369628906,22.90899594624837,23.073624928792317
Prohibitin-2,PHB2,23.41938018798828,23.390499750773113,23.186044057210285,23.25971857706706,23.261747360229492,23.489943822224934,23.358205159505207,23.20883623758952,23.630877176920574,23.553192138671875
"Leucine--tRNA ligase, cytoplasmic",LARS,22.31426175435384,22.125550587972004,22.816287994384766,22.14777437845866,23.027180353800457,22.090267817179363,22.36045964558919,22.615862528483074,21.346563975016277,21.839352289835613
Transgelin-3,TAGLN3,21.894358952840168,22.387224197387695,22.080098470052082,22.01019541422526,22.414480209350586,21.900758743286133,22.28477668762207,21.92578633626302,21.716723759969074,21.810372670491535
"Band 4.1-like protein 3;Band 4.1-like protein 3, N-terminally processed",EPB41L3,22.749512990315754,22.815560658772785,22.643821716308594,22.642964680989582,22.228169759114582,22.522523880004883,22.4056396484375,22.216715494791668,22.7159423828125,22.613109588623047
"N(G),N(G)-dimethylarginine dimethylaminohydrolase 1",DDAH1,24.453100840250652,24.53002866109212,24.23705291748047,24.501187642415363,24.130512237548828,24.557299931844074,24.1395009358724,24.667177200317383,24.46148681640625,24.58705774943034
"Fatty acid-binding protein, heart",FABP3,23.544686635335285,23.46316401163737,22.908245086669922,23.15649350484212,22.967353185017902,23.51496760050456,23.09532928466797,23.3052921295166,23.58831787109375,23.47048568725586
Tyrosine 3-monooxygenase,TH,24.608333587646484,23.749230702718098,24.323307673136394,24.327985127766926,24.68559964497884,24.106014251708984,23.91572380065918,24.341415405273438,23.118762334187824,22.999006271362305
L-lactate dehydrogenase B chain,LDHB,26.507595698038738,26.663410186767578,26.22589365641276,26.651528040568035,26.132649103800457,26.592536290486652,26.546992619832356,26.527825037638348,26.97187105814616,26.747588475545246
Bifunctional glutamate/proline--tRNA ligase;Glutamate--tRNA ligase;Proline--tRNA ligase,EPRS,20.151084264119465,21.210100173950195,22.364068349202473,21.0502503712972,23.211565653483074,21.07611465454102,22.21107228597005,22.34816614786784,17.983622233072918,19.572657267252605
Gamma-enolase,ENO2,25.46877606709798,25.376153310139973,24.933914184570312,25.41581153869629,24.921108881632488,25.036664326985676,25.124486287434895,24.94890530904134,25.338781356811523,25.358091354370117
Secretogranin-2;Secretoneurin;Manserin,SCG2,24.10828971862793,24.38270632425944,24.075188954671223,24.043711344401043,23.551005681355793,24.567455291748047,24.44089698791504,24.395366668701172,24.546518961588543,24.307917912801106
Valine--tRNA ligase,VARS,22.41468111673991,21.944812138875324,22.478744506835938,22.27860387166341,22.44045639038086,21.87068239847819,21.824644724527996,22.369569142659504,21.016530354817707,21.3428529103597
Amine oxidase [flavin-containing] B,MAOB,22.92444101969401,23.07599639892578,22.255393346150715,22.214619954427082,22.231552124023438,23.13592020670573,23.040049235026043,23.301570892333984,23.20343844095866,22.903780619303387
Phosphatidylethanolamine-binding protein 1;Hippocampal cholinergic neurostimulating peptide,PEBP1,26.23623784383138,26.909081776936848,26.607303619384766,26.78228759765625,26.486323674519856,26.39430300394694,26.728981653849285,26.99688466389974,26.93659210205078,26.969497680664062
"ATP synthase subunit gamma, mitochondrial",ATP5C1,23.44996388753255,23.439172744750977,23.55219268798828,23.835766474405926,23.738957087198894,23.492198308308918,23.624645233154297,23.63127072652181,23.882242838541668,23.54952112833659
"Malate dehydrogenase, cytoplasmic",MDH1,26.123825073242188,26.221316655476887,25.94484519958496,26.002771377563477,26.099024454752605,26.267183939615887,26.35625966389974,26.043431599934895,26.36083730061849,26.378245671590168
4-trimethylaminobutyraldehyde dehydrogenase,ALDH9A1,23.004681905110676,23.058680216471355,22.458672841389973,22.877278645833332,22.214686075846355,22.937801996866863,22.834313074747723,23.113675435384113,23.3210023244222,22.920350392659504
"NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial",NDUFV1,22.350329717000324,22.274199803670246,22.059555689493816,22.244388580322266,22.291833877563477,22.207674662272137,22.420578002929688,22.221664428710938,22.168288548787434,22.323392868041992
Transitional endoplasmic reticulum ATPase,VCP,23.051647186279297,22.82976786295573,23.310766855875652,23.23988660176595,23.23752276102702,23.336436589558918,22.753177007039387,23.16847292582194,23.191537221272785,23.334038416544598
Synaptosomal-associated protein 25,SNAP25,21.88598887125651,22.723257700602215,22.53942934672038,22.627168655395508,22.314128875732422,22.91601053873698,22.60201136271159,22.424731572469074,23.248106638590496,22.852006276448567
Syntaxin-binding protein 1,STXBP1,24.80665461222331,24.84197934468587,24.77614402770996,24.801263173421223,24.819604237874348,24.987955729166668,24.999869028727215,24.82427914937337,25.127623240152996,24.832841237386067
14-3-3 protein epsilon,YWHAE,26.012589772542317,25.766586939493816,25.857336680094402,25.762452443440754,25.762723286946613,26.209468205769856,25.971580505371094,26.078868865966797,25.449105580647785,25.479390462239582
Lysosome membrane protein 2,SCARB2,23.93823750813802,24.09406344095866,23.877830505371094,24.071978251139324,23.890740712483723,23.797841389973957,23.85325558980306,23.83149782816569,24.376248677571613,24.2518253326416
Phospholipase D3,PLD3,25.481218338012695,25.429108301798504,25.64263852437337,25.737480799357098,25.65572230021159,26.139411290486652,25.74526596069336,25.44652811686198,26.49677912394206,26.397633234659832
Gamma-glutamyl hydrolase,GGH,25.701334635416668,25.226552963256836,25.56712277730306,25.2299009958903,25.690537134806316,25.364983876546223,24.493101119995117,25.418500900268555,25.753560384114582,25.014009475708008
Sialate O-acetylesterase,SIAE,26.042091369628906,25.974668502807617,25.765439987182617,25.92883555094401,25.717810948689777,25.80449612935384,25.674727121988933,25.749286651611328,26.193103790283203,26.13620885213216
Voltage-dependent anion-selective channel protein 3,VDAC3,24.65492566426595,24.787633260091145,24.788736979166668,24.764286041259766,24.915765126546223,24.27070490519206,24.734215418497723,24.543111165364582,25.041514078776043,24.632844924926758
Retinal dehydrogenase 1,ALDH1A1,24.838956197102863,23.34362284342448,24.288206100463867,24.779382069905598,25.227976481119793,23.78697331746419,22.21738052368164,23.756178538004562,23.66872787475586,22.65406672159831
Myelin basic protein,MBP,25.20948600769043,26.47076988220215,25.945162455240887,26.16368802388509,25.488604227701824,27.362660725911457,26.781526565551758,25.94354184468587,26.680526733398438,26.82342020670573
Cathepsin B;Cathepsin B light chain;Cathepsin B heavy chain,CTSB,27.056354522705078,26.936325709025066,26.7123228708903,26.97028414408366,26.73217709859212,26.736438751220703,26.932966868082683,26.486631393432617,27.558911005655926,27.79591941833496
Dihydropteridine reductase,QDPR,24.200573603312176,25.16034762064616,24.50798988342285,24.945802688598633,24.544113794962566,24.482553482055664,24.769475936889652,24.701679229736328,25.02190335591634,24.949103037516277
"Aspartate aminotransferase, cytoplasmic",GOT1,24.858592351277668,25.30642255147298,25.198833465576172,25.387535730997723,25.01670201619466,24.872254689534504,25.162132898966473,25.102391560872395,25.312252680460613,25.301851908365887
Elongation factor 1-gamma,EEF1G,25.088959376017254,24.651426951090496,25.479913075764973,25.015167872111004,26.3016414642334,25.020103454589844,25.31572977701823,25.804444630940754,24.00741958618164,23.37738609313965
