Protein names,Gene names,Ctrl N02,Ctrl N04,Ctrl N06,Ctrl N08,Ctrl N10,PD N01,PD N03,PD N05,PD N07,PD N09
Sorbitol dehydrogenase,SORD,19.910555521647137,20.679097493489582,20.11639149983724,20.215437571207683,19.91695276896159,20.42942746480306,20.385150909423828,19.691243489583332,20.40468978881836,20.366506576538086
Protein SET;Protein SETSIP,SET;SETSIP,19.524688084920246,19.86233075459798,20.372779846191406,20.447962443033855,20.610867818196613,21.008358637491863,20.402937571207683,20.786048889160156,20.359267552693684,20.584874471028645
Plasma membrane calcium-transporting ATPase 2,ATP2B2,21.367554982503254,21.072760899861652,20.903635660807293,20.843821843465168,20.718097686767578,21.10573450724284,20.880531946818035,20.5984624226888,21.369232813517254,20.960542678833008
"2-oxoglutarate dehydrogenase, mitochondrial",OGDH,20.529054005940754,21.135677973429363,21.106086095174152,21.125136693318684,21.384410858154297,20.543123245239258,21.100688298543293,20.94687779744466,21.16864267985026,20.950830459594727
Dual specificity mitogen-activated protein kinase kinase 1,MAP2K1,18.969655990600586,18.78600311279297,18.73026974995931,18.54407564798991,19.387339909871418,19.395487467447918,19.636414845784504,19.550386428833008,19.101002375284832,18.46903355916341
Quinone oxidoreductase,CRYZ,19.58652941385905,20.017260869344074,19.05236752827962,20.66163508097331,19.885417302449543,19.401060740152996,20.092949549357098,19.89948018391927,20.54701550801595,20.010002772013348
Aminoacyl tRNA synthase complex-interacting multifunctional protein 1;Endothelial monocyte-activating polypeptide 2,AIMP1,21.74207369486491,21.259979248046875,21.84023157755534,21.888226826985676,22.451955159505207,21.488271713256836,21.697370529174805,21.65485382080078,20.94579251607259,21.07628059387207
Peptidyl-prolyl cis-trans isomerase NIMA-interacting 1,PIN1,21.46070162455241,20.714570999145508,20.966842651367188,21.26700274149577,21.455549875895183,21.208900451660156,21.071401596069336,21.28066062927246,20.873494466145832,20.94140625
"Nascent polypeptide-associated complex subunit alpha;Nascent polypeptide-associated complex subunit alpha, muscle-specific form",NACA,20.356470108032227,19.907942454020183,21.3538875579834,20.772281646728516,21.719463348388672,21.288822809855144,20.902198155721027,21.263360341389973,20.414793014526367,19.712238311767578
"Methylglutaconyl-CoA hydratase, mitochondrial",AUH,20.194554646809895,20.654063542683918,20.595164616902668,20.774375279744465,20.58256467183431,20.823481877644856,20.42966079711914,20.656211853027344,20.88723882039388,20.572399775187176
Heterogeneous nuclear ribonucleoprotein D0,HNRNPD,20.676781336466473,19.96590296427409,21.664003372192386,20.77537727355957,21.71061642964681,21.310895919799805,20.98853810628255,21.171506881713867,19.57236099243164,19.6513188680013
Dynactin subunit 1,DCTN1,19.728312810262043,18.34724489847819,19.300002415974934,19.373132069905598,18.95323308308919,19.199838638305664,18.545658747355144,19.180421193440754,18.2886168162028,19.089441299438477
"Eukaryotic initiation factor 4A-II;Eukaryotic initiation factor 4A-II, N-terminally processed",EIF4A2,23.4470698038737,22.407299041748047,22.639858881632488,23.10366376241048,23.121575037638348,22.937028249104817,22.57402992248535,22.692447026570637,22.099559783935547,22.37868817647298
Reticulocalbin-2,RCN2,22.06347910563151,22.438693364461262,22.21522267659505,22.37127621968587,22.362148920694988,21.60167948404948,22.237016042073567,22.17754872639974,22.074455897013348,22.232139587402344
Platelet-activating factor acetylhydrolase IB subunit gamma,PAFAH1B3,20.517704010009766,19.759987513224285,20.673213322957356,19.945650736490887,20.457112630208332,20.93697166442871,20.898928960164387,20.713502248128254,20.133935292561848,19.970065434773762
Poly(rC)-binding protein 2;Poly(rC)-binding protein 3,PCBP2;PCBP3,21.022305806477863,20.853389104207356,21.45912806193034,21.263898213704426,21.647003809611004,21.004852930704754,21.010629653930664,21.358692804972332,20.02044932047526,20.425329208374023
Reticulon-1,RTN1,20.78480275472005,20.931803385416668,20.73858070373535,20.61910120646159,21.054062525431316,21.027854919433594,20.88817596435547,21.10492706298828,20.67191505432129,20.778582255045574
Transmembrane protein 35,TMEM35,19.34958012898763,18.628488540649414,20.07753308614095,19.34097162882487,19.910280227661133,20.03809992472331,19.65273666381836,19.813912709554035,18.9461186726888,19.265757242838543
Melanoma inhibitory activity protein 3,MIA3,21.647220611572266,20.977980931599934,20.68752606709798,20.035985310872395,20.953907648722332,20.11599349975586,18.63747787475586,21.207385381062824,19.023989995320637,19.66927973429362
Brefeldin A-inhibited guanine nucleotide-exchange protein 3,ARFGEF3,18.80648422241211,19.114673614501953,19.670368830362957,19.09282938639323,19.39146677652995,19.14400355021159,19.40393129984538,19.672972361246746,18.497628529866535,18.27477264404297
Ragulator complex protein LAMTOR1,LAMTOR1,19.77838134765625,19.596909205118816,19.63477834065755,19.340709050496418,19.549198786417644,19.95167350769043,19.98922856648763,19.986164728800457,18.49546178181966,19.25770632425944
Protein RUFY3,RUFY3,21.415131251017254,21.300939559936523,21.270248413085938,21.233225504557293,21.04866600036621,21.346816380818684,21.11683527628581,21.259850819905598,20.669117609659832,20.837812423706055
Kinesin-like protein KIF21A,KIF21A,20.127962748209637,19.57572301228841,20.3495667775472,19.92287000020345,20.121453603108723,19.811660130818684,20.131038665771484,19.821512858072918,18.48543421427409,19.14566485087077
Syntaxin-12,STX12,20.136011759440105,21.328811645507812,21.679860432942707,21.269867579142254,21.823225657145183,21.349822362263996,21.380168279012043,21.31603240966797,21.12200355529785,21.099604924519856
NAD-dependent protein deacetylase sirtuin-2,SIRT2,21.299725850423176,21.54209264119466,21.468072255452473,21.533405303955078,21.216636021931965,22.211339314778645,21.747303009033203,21.698052724202473,21.892406463623047,22.040109634399414
Saccharopine dehydrogenase-like oxidoreductase,SCCPDH,21.477432250976562,21.128197352091473,21.25134340922038,21.12502670288086,21.018856684366863,20.766043345133465,21.413859049479168,21.24658711751302,21.39350763956706,21.19386927286784
Ganglioside-induced differentiation-associated protein 1,GDAP1,21.045047760009766,21.19741376241048,21.105886459350586,21.342064539591473,21.519924799601238,21.401479085286457,21.485488891601562,21.423421223958332,21.154083887736004,21.014782587687176
Programmed cell death 6-interacting protein,PDCD6IP,19.68403434753418,19.55158805847168,19.814359029134113,19.76615333557129,19.97971789042155,19.826836903889973,20.064502080281574,19.46892547607422,19.7637201944987,19.583183924357098
Caskin-1,CASKIN1,19.806538263956707,19.602381388346355,19.948090235392254,19.584635416666668,19.839142481486004,19.425525665283203,20.539255777994793,19.44401741027832,19.6708984375,19.526852289835613
Atlastin-1,ATL1,21.329905192057293,20.700877507527668,21.51978365580241,20.90356953938802,21.61318524678548,20.18731117248535,21.304590225219727,21.093037287394207,20.839841842651367,20.516690572102863
Nicastrin,NCSTN,18.709334055582683,20.56758308410645,19.882652282714844,19.990071614583332,20.160969416300457,20.009230931599934,20.35886510213216,19.742684682210285,20.63990529378255,20.20459238688151
Coronin-2A,CORO2A,18.339784622192383,20.97662417093913,21.60934893290202,21.79303042093913,19.582378387451172,21.230496088663738,18.240901311238606,20.97364552815755,20.34054438273112,19.149396896362305
Far upstream element-binding protein 2,KHSRP,18.56313705444336,18.166913350423176,18.735841751098633,18.354747136433918,19.520339330037434,19.379750569661457,19.45132319132487,19.554450352986652,18.624178568522137,18.456080118815105
Nicalin,NCLN,19.972684224446613,19.791767120361328,19.99143409729004,19.540765126546223,20.1163813273112,19.185763041178387,19.785771052042644,19.68670654296875,19.401029586791992,19.730042775472004
Ras-related protein Rab-3C,RAB3C,19.685603459676106,19.128133138020832,20.043378194173176,19.42571957906087,19.69777234395345,19.991166432698567,19.468303044637043,19.31301498413086,19.146155039469402,19.472015380859375
CB1 cannabinoid receptor-interacting protein 1,CNRIP1,18.747446695963543,18.216110865275066,19.935476303100586,19.356550852457683,20.01599947611491,20.10861587524414,19.937899271647137,19.459619522094727,20.265572865804035,20.073657353719074
"Dynein light chain 2, cytoplasmic",DYNLL2,18.324556986490887,21.25592803955078,21.713971455891926,21.394559860229492,21.839207967122395,21.271849314371746,21.4919376373291,21.81509780883789,21.143564224243164,21.45850118001302
Vacuolar protein sorting-associated protein 35,VPS35,21.771814346313477,21.497407913208008,21.42231051127116,21.49404780069987,21.766685485839844,21.589658737182617,21.655083338419598,21.603280385335285,21.35506820678711,21.44442621866862
Tubulin-folding cofactor B,TBCB,20.154626846313477,20.147062301635742,20.49590810139974,20.34926923116048,20.328754425048828,20.936954498291016,20.70685323079427,20.493560155232746,20.28698476155599,20.27214177449544
Tetratricopeptide repeat protein 1,TTC1,18.67737642923991,18.748515446980793,19.09248161315918,18.754785537719727,19.75626055399577,18.995328903198242,19.576462427775066,19.779452641805012,18.990411122639973,18.823467254638672
Septin-5,Sep-05,21.246053059895832,21.053023020426433,20.709796905517578,20.78263791402181,20.382221857706707,20.902559280395508,20.725318272908527,21.02698580423991,21.161758422851562,20.97426732381185
Histone H2B type 1-L;Histone H2B type 1-M;Histone H2B type 1-N;Histone H2B type 1-H;Histone H2B type 2-F;Histone H2B type 1-C/E/F/G/I;Histone H2B type 1-D;Histone H2B type F-S;Histone H2B type 1-K;Histone H2B type 3-B;Histone H2B type 2-E;Histone H2B type 1-B;Histone H2B type 1-O;Histone H2B type 1-J,HIST1H2BL;HIST1H2BM;HIST1H2BN;HIST1H2BH;HIST2H2BF;HIST1H2BC;HIST1H2BD;H2BFS;HIST1H2BK;HIST3H2BB;HIST2H2BE;HIST1H2BB;HIST1H2BO;HIST1H2BJ,19.639628728230793,21.871632893880207,20.383110682169598,21.75976816813151,21.152720133463543,20.77920659383138,20.653980890909832,20.931702931722004,22.16274642944336,22.406882603963215
3-hydroxybutyrate dehydrogenase type 2,BDH2,20.438130060831707,20.2458922068278,20.092953364054363,20.367629369099934,20.007069905598957,20.456553141276043,20.15960439046224,20.157297770182293,20.325686772664387,20.579984029134113
Sideroflexin-3,SFXN3,22.801925659179688,21.799640655517578,22.32748031616211,22.214386622111004,22.21942710876465,21.792356491088867,22.215972900390625,21.998882293701172,21.85913340250651,22.29290707906087
PITH domain-containing protein 1,PITHD1,19.280094146728516,19.14324442545573,19.566717783610027,20.372512181599934,20.796937306722004,18.560357411702473,21.032643000284832,20.55278714497884,20.403262456258137,20.564507802327473
Phospholysine phosphohistidine inorganic pyrophosphate phosphatase,LHPP,20.38207054138184,19.966224670410156,19.781503677368164,18.433313369750977,19.91206232706706,20.116736729939777,20.02930959065755,20.09297053019206,19.208538055419922,20.001113891601562
Toll-interacting protein,TOLLIP,20.959519068400066,20.416458129882812,20.789296468098957,20.465588251749676,21.096066157023113,20.87376594543457,20.84890365600586,20.19056447347005,20.2537899017334,20.54506492614746
Golgi resident protein GCP60,ACBD3,19.408471425374348,18.958288192749023,19.388216018676758,18.97836685180664,19.68268394470215,19.471541086832683,19.20530382792155,19.53978665669759,18.550437291463215,18.270458221435547
Fructosamine-3-kinase,FN3K,19.93081219991048,18.943453470865887,19.58597246805827,19.33629862467448,19.181926091512043,19.917429606119793,19.149641036987305,19.462826410929363,18.94109280904134,19.427547454833984
Methyltransferase-like protein 7A,METTL7A,20.30011494954427,21.0692933400472,20.56916872660319,20.86758867899577,20.609044392903645,20.8538875579834,20.344655990600586,20.66996892293294,20.804282506306965,20.910500208536785
Calcyclin-binding protein,CACYBP,21.746535619099934,21.124823888142902,21.712836583455402,21.823985417683918,21.797871271769207,21.323468526204426,21.0994078318278,21.548250834147137,20.952870686848957,20.970163981119793
Synaptic vesicle membrane protein VAT-1 homolog-like,VAT1L,22.085377375284832,22.60579554239909,22.372263590494793,22.281495412190754,22.343549728393555,22.665084838867188,22.91129493713379,22.71233876546224,22.49300193786621,22.830045700073242
Adipocyte plasma membrane-associated protein,APMAP,21.162150065104168,21.800390243530273,21.9047056833903,21.598833084106445,21.96535301208496,21.373631795247395,21.278549194335938,21.716936111450195,22.042991638183594,21.915852228800457
"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-1",PLCB1,20.321793874104817,20.258392969767254,19.322329839070637,20.17370859781901,20.250885009765625,19.849021911621094,19.82981808980306,19.823720932006836,20.280440012613933,20.32675043741862
"Diablo homolog, mitochondrial",DIABLO,21.433783849080402,20.33053143819173,20.600236892700195,20.601362864176433,22.129677454630535,21.21879768371582,20.32718276977539,20.51393763224284,20.88922945658366,20.743228276570637
Endophilin-B2,SH3GLB2,19.226600011189777,18.924701690673828,19.369637807210285,18.52827262878418,18.390865325927734,19.39865493774414,19.295251846313477,19.27712122599284,19.243263880411785,19.170316060384113
"Isoleucine--tRNA ligase, mitochondrial",IARS2,19.925106048583984,19.446856180826824,19.986239751180012,19.8188902537028,19.821903228759766,19.367830276489258,19.245553970336914,19.464679718017578,20.04687754313151,19.39619509379069
"Mycophenolic acid acyl-glucuronide esterase, mitochondrial",ABHD10,19.89309247334798,20.19437599182129,20.049253463745117,20.040537516276043,19.968446731567383,19.941067377726238,19.362826665242512,19.23689905802409,20.3069953918457,20.031444549560547
MICOS complex subunit MIC19,CHCHD3,21.49630610148112,21.177213033040363,21.439332962036133,21.152027130126953,21.659722646077473,21.649386723836262,21.564682642618816,21.357798894246418,20.94570541381836,20.763739903767902
UDP-glucose:glycoprotein glucosyltransferase 1,UGGT1,21.350330988566082,21.119296391805012,21.707064310709637,21.50810368855794,21.504306157430012,21.691368738810223,21.474180221557617,21.337810516357422,21.734600067138672,21.760342915852863
Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase 3,HACD3,21.594092051188152,21.190114339192707,21.48006248474121,21.071069717407227,21.487226486206055,21.425370534261067,21.348487218221027,21.01190121968587,20.886654535929363,20.853307723999023
NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 13,NDUFA13,20.853182474772137,21.53778839111328,21.350433985392254,21.650339762369793,21.43372980753581,21.746180216471355,21.4373353322347,21.430153528849285,21.575462341308594,21.676929473876953
Neurotrimin,NTM,18.643355051676433,19.265968322753906,18.504282633463543,19.221798578898113,19.023562749226887,19.61182403564453,19.13412920633952,19.20272954305013,19.676862716674805,19.124501546223957
Vacuolar protein sorting-associated protein 29,VPS29,20.276063283284504,19.960666020711262,19.906335194905598,20.173202514648438,20.421608606974285,20.322112401326496,20.115795135498047,20.35368283589681,19.90967623392741,19.942480723063152
DnaJ homolog subfamily B member 11,DNAJB11,19.05250358581543,20.191553751627605,20.196882883707683,20.189753850301106,20.212507883707683,19.533907572428387,18.36254628499349,19.471127192179363,19.242512385050457,19.78918520609538
NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 12,NDUFA12,21.258179982503254,20.9657719930013,20.98663075764974,20.847893397013348,21.095007578531902,21.078806559244793,21.109463373819988,20.858463923136394,20.956158955891926,20.997674306233723
V-type proton ATPase subunit H,ATP6V1H,19.457722981770832,20.60552215576172,20.667875289916992,20.626181920369465,20.35814094543457,20.27488899230957,20.43929672241211,20.44019826253255,20.185711542765297,20.4518305460612
F-box only protein 2,FBXO2,23.294222513834637,23.550792694091797,23.76763979593913,23.919631958007812,24.09044011433919,22.99431800842285,23.032453536987305,23.61777623494466,23.185762405395508,23.178943634033203
Phospholipid-transporting ATPase IA,ATP8A1,21.19395701090495,21.821057001749676,21.266260782877605,21.032769521077473,20.942068735758465,20.706721623738606,21.396862665812176,19.835209528605144,21.946269353230793,21.582290649414062
Glutathione S-transferase kappa 1,GSTK1,20.224669138590496,20.11371358235677,19.661532084147137,20.155811945597332,19.167857487996418,20.079518000284832,20.122576395670574,20.423777262369793,20.219228108723957,20.09337552388509
Mitochondrial import inner membrane translocase subunit Tim9,TIMM9,20.67281977335612,20.354102452596027,20.663368225097656,20.366480509440105,20.502185185750324,20.881561915079754,20.458167394002277,20.75634702046712,20.36922836303711,20.507997512817383
V-type proton ATPase subunit D,ATP6V1D,20.60376230875651,20.656734466552734,20.510459899902344,20.668671290079754,20.310739517211914,20.840647379557293,20.534160614013672,20.628907521565754,20.75734011332194,20.397857030232746
Carboxypeptidase Q,CPQ,19.26837921142578,20.867934544881184,20.514386494954426,20.287228266398113,20.426930109659832,19.218148549397785,20.702248255411785,20.31283124287923,20.81456756591797,21.038907368977863
Deoxyribonuclease-2-alpha,DNASE2,21.89793650309245,21.756274541219074,21.756160100301106,21.373112360636394,21.179531733194988,21.510889689127605,21.55616505940755,21.601809819539387,21.917640686035156,22.071022669474285
Membrane-associated progesterone receptor component 1,PGRMC1,21.742729822794598,21.402507146199543,22.491647084554035,21.387107213338215,22.49463653564453,22.152294158935547,22.763155619303387,22.34145228068034,20.909340540568035,20.55542246500651
Dynamin-1-like protein,DNM1L,20.928416570027668,20.70925013224284,21.074604034423828,20.658484776814777,21.363775889078777,21.007176717122395,21.027786254882812,20.98661931355794,20.24677085876465,20.358273188273113
Na(+)/H(+) exchange regulatory cofactor NHE-RF1,SLC9A3R1,21.592016855875652,21.140705744425457,20.528642654418945,18.83316421508789,20.887266159057614,21.212196985880535,20.68441645304362,20.91248830159505,21.108828862508137,21.156570434570312
Eukaryotic translation elongation factor 1 epsilon-1,EEF1E1,22.697991689046223,21.567289352416992,22.486260096232098,22.222143173217773,22.84840265909831,21.97344398498535,22.04168128967285,22.385964075724285,20.641979217529297,21.227983474731445
"Isocitrate dehydrogenase [NAD] subunit beta, mitochondrial",IDH3B,20.645151774088543,21.00708770751953,20.375451405843098,20.814283370971683,20.600352605183918,21.164262135823567,20.581143697102863,20.68509864807129,20.316290537516277,20.823359807332356
"Citrate synthase, mitochondrial",CS,23.264139811197918,23.331820805867512,23.28117307027181,23.503333409627277,23.643157958984375,23.28181266784668,23.072193781534832,23.16716194152832,23.599919001261394,23.648625055948894
"NADH dehydrogenase [ubiquinone] iron-sulfur protein 3, mitochondrial",NDUFS3,21.693506240844727,22.180619557698567,21.97974967956543,21.966114679972332,22.164942423502605,21.4790522257487,21.821548461914062,21.97597312927246,22.168124516805012,22.30083401997884
Interferon-inducible double-stranded RNA-dependent protein kinase activator A,PRKRA,22.327468236287434,21.302288055419922,21.71210543314616,21.920591990152996,22.411025365193684,21.430683771769207,21.720138549804688,22.018258412679035,21.098243713378906,20.82348887125651
Paralemmin-1,PALM,22.501205444335938,22.2387269337972,22.274070739746094,22.09557851155599,21.97462336222331,22.38060696919759,21.8085454305013,21.825108846028645,22.623619079589844,22.39411735534668
"ATP synthase subunit d, mitochondrial",ATP5H,23.141730626424152,23.746417999267578,23.499703725179042,23.49040412902832,23.689807891845703,22.942724227905273,23.67365074157715,23.47863260904948,23.635552724202473,23.704840977986652
Gamma-synuclein,SNCG,23.014984766642254,22.683195114135742,23.177761713663738,23.02277119954427,23.1363951365153,23.089638392130535,22.655619939168293,22.769920349121094,22.849003473917644,22.545819600423176
NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 4,NDUFB4,22.325754165649414,21.769404729207356,21.60779635111491,21.618369420369465,21.733432133992512,21.866942087809246,21.730387369791668,21.41327667236328,21.757453918457035,21.704124450683594
AP-2 complex subunit alpha-1,AP2A1,21.4654966990153,21.28113619486491,21.28652572631836,21.362467447916668,21.458112080891926,21.480195999145508,21.043203353881836,20.954308191935223,21.147072474161785,21.186583201090496
Superoxide dismutase [Cu-Zn],SOD1,23.252430597941082,24.42845408121745,24.38618532816569,24.873904546101887,24.004903157552082,23.821453094482422,23.9480775197347,24.327068328857422,23.935656865437824,24.58178965250651
Haptoglobin;Haptoglobin alpha chain;Haptoglobin beta chain,HP,24.54944674173991,22.987369537353516,22.64072036743164,22.477916081746418,21.806761423746746,22.753849029541016,23.706615447998047,22.26754379272461,22.503976186116535,22.0742613474528
Carbonic anhydrase 2,CA2,23.07180913289388,23.802601496378582,23.362089157104492,22.943031946818035,22.971410115559895,23.048634847005207,23.620612462361652,23.4050776163737,23.51600964864095,23.866209030151367
Alpha-2-macroglobulin,A2M,23.012196858723957,21.289358774820965,21.087238947550457,21.098822911580402,21.690827051798504,21.133777618408203,22.091582616170246,20.56080945332845,21.465110143025715,21.231670379638672
Ig kappa chain C region,IGKC,24.169132232666016,22.649937947591145,25.272528330485027,22.000953674316406,23.69711685180664,22.713584264119465,24.128284454345703,23.009655634562176,22.953140258789062,21.41200129191081
Hemoglobin subunit delta,HBD,22.99870491027832,23.105051040649414,22.738121668497723,23.243313471476238,22.788434982299805,22.67844072977702,23.86308415730794,21.915435155232746,21.611796061197918,20.520029067993164
Ferritin light chain,FTL,21.92364501953125,24.611977259318035,23.106900533040363,23.811833063761394,22.116641362508137,22.814815521240234,23.706097920735676,24.215797424316406,24.509333928426106,24.332003911336262
Tubulin beta-4A chain,TUBB4A,25.02410825093587,25.17400296529134,24.352859497070312,24.612014770507812,24.243607838948567,24.771467844645183,24.332309087117512,24.389926274617512,24.613442103068035,24.589977900187176
Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2,RPN2,22.296300888061523,22.200963338216145,22.526085535685223,22.340817133585613,22.431826909383137,21.857568740844727,21.9720033009847,22.054181416829426,21.79658381144206,21.730716069539387
Apolipoprotein D,APOD,21.21940040588379,22.039154688517254,21.51883316040039,21.696619669596355,21.784525553385418,21.993110020955402,22.021739323933918,21.629962921142578,21.727392196655273,22.502520243326824
"ADP/ATP translocase 2;ADP/ATP translocase 2, N-terminally processed",SLC25A5,22.9848206837972,22.904123942057293,23.169680913289387,23.23668607076009,23.14274024963379,23.547147750854492,23.11302884419759,23.14916483561198,23.50971857706706,23.18759600321452
Alpha-galactosidase A,GLA,21.05482546488444,21.461767196655273,21.056368509928387,20.504065195719402,20.459269205729168,21.120028177897137,21.19145329793294,20.602406819661457,21.539738337198894,22.256135940551758
Glucose-6-phosphate isomerase,GPI,22.839892705281574,23.20419692993164,23.989098230997723,23.598053614298504,23.718581517537434,23.580766677856445,24.035987218221027,23.753981908162434,23.396268844604492,23.274665196736652
Annexin A2,ANXA2,18.991220474243164,19.96226692199707,19.556385676066082,19.365427652994793,18.885215759277344,20.656267801920574,20.004099527994793,20.8238042195638,20.531065622965496,20.18847846984863
Profilin-1,PFN1,23.20551363627116,23.328990300496418,23.339824676513672,23.481253306070965,23.606194178263348,23.41254234313965,23.453070958455402,23.48877461751302,23.140453338623047,23.354498545328777
Galectin-1,LGALS1,24.04386838277181,23.67103958129883,23.990405400594074,23.420991897583008,23.593985239664715,24.405405044555664,23.289445877075195,24.337914148966473,23.445849736531574,23.75269317626953
Guanine nucleotide-binding protein G(o) subunit alpha,GNAO1,25.689259211222332,25.431667963663738,25.605375289916992,25.571633021036785,25.463836034138996,25.488163630167644,25.57859992980957,25.456992467244465,25.550947189331055,25.483638127644856
,,26.340797424316406,26.63916269938151,26.73958905537923,26.66666030883789,26.509728113810223,26.56667200724284,26.971607208251953,26.57664426167806,26.632914225260418,26.418039957682286
"Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial",DLAT,21.772181193033855,22.04507891337077,22.0104554494222,22.18202018737793,22.46496518452962,21.77437464396159,22.19704246520996,22.05611737569173,21.744391759236652,21.810113271077473
"Cytochrome c oxidase subunit 5B, mitochondrial",COX5B,23.358992258707683,22.66740544637044,22.819682439168293,22.755266825358074,23.224308013916016,22.99106280008952,22.579861323038738,23.034137725830078,22.744177500406902,22.822001775105793
Polyadenylate-binding protein 1,PABPC1,20.51575215657552,18.708054224650066,21.39582888285319,20.930166880289715,21.678593317667644,21.826592127482098,21.282076517740887,21.433039983113606,19.35947036743164,20.881290435791016
ADP/ATP translocase 1,SLC25A4,20.700742721557617,21.109782536824543,21.324841181437176,21.23811403910319,21.156782786051433,21.087177276611328,20.978742599487305,21.07834815979004,21.097977956136067,21.030818939208988
Ribonuclease inhibitor,RNH1,21.204827626546223,21.498929977416992,21.636781692504883,21.318408330281574,21.721103032430012,22.070140202840168,21.90140215555827,21.73858642578125,21.50283686319987,21.452133178710938
"Electron transfer flavoprotein subunit alpha, mitochondrial",ETFA,21.686763763427734,21.789080301920574,21.56116231282552,21.800089518229168,21.303124109903973,21.417396545410156,21.320568720499676,21.251955032348633,21.853511174519856,21.674116770426433
cAMP-dependent protein kinase type II-alpha regulatory subunit,PRKAR2A,20.123310724894207,20.274632771809895,20.566166559855144,20.249828338623047,20.56939633687337,19.7891902923584,19.912275950113933,20.15635808308919,18.428817749023438,20.262046813964844
Alcohol dehydrogenase [NADP(+)],AKR1A1,21.554161707560223,21.50086847941081,21.554816563924152,21.431568781534832,21.543862024943035,22.03026835123698,21.708127975463867,21.72985076904297,21.289614995320637,21.620848337809246
Cytochrome c oxidase subunit 6B1,COX6B1,22.41621271769206,21.792378107706707,21.728953679402668,21.581125259399414,21.98268191019694,22.19499142964681,22.075209935506184,21.915539423624676,21.49148686726888,21.792808532714844
Cytochrome b-c1 complex subunit 7,UQCRB,21.225218454996746,21.585381189982098,21.457813262939453,21.453362147013348,21.473705927530926,21.159688313802082,21.526686986287434,21.392255783081055,21.633761723836262,21.309473037719727
Glutamine synthetase,GLUL,22.51467768351237,22.944758733113606,22.914662679036457,23.319626490275066,22.923086166381836,21.998611450195312,22.39645258585612,21.874170939127605,22.97166633605957,22.71913782755534
Aldose reductase,AKR1B1,22.31304359436035,23.086814244588215,22.688749313354492,22.992475509643555,22.859487533569336,22.183446884155273,22.646106719970703,23.01527214050293,23.004622141520187,23.058047612508137
Arylsulfatase A;Arylsulfatase A component B;Arylsulfatase A component C,ARSA,20.13212521870931,19.70135752360026,20.234917322794598,20.348360697428387,20.127597173055012,20.67435073852539,19.071231842041016,19.631852467854817,20.328800837198894,20.671923955281574
"Cytochrome c oxidase subunit 5A, mitochondrial",COX5A,23.16791025797526,22.966559727986652,22.712533950805664,22.418060302734375,22.449092229207356,22.393521626790363,22.452876408894856,22.38979212443034,22.653628667195637,22.56384023030599
Receptor-type tyrosine-protein phosphatase zeta,PTPRZ1,21.773579915364582,21.709862391153973,21.638219833374023,21.37413152058919,20.9141050974528,22.132427215576172,21.711960474650066,21.737225850423176,22.21915626525879,22.017314275105793
"ATP synthase F(0) complex subunit B1, mitochondrial",ATP5F1,24.372116724650066,24.15888849894206,24.592957814534504,24.456613540649414,24.56444485982259,24.060359954833984,24.147666295369465,24.652863184611004,24.542007446289062,24.25175603230794
"Acetyl-CoA acetyltransferase, mitochondrial",ACAT1,22.138248443603516,22.498004913330078,22.08235232035319,22.388641357421875,22.29667599995931,22.184396743774414,22.175801595052082,22.039533615112305,22.646607716878254,22.249972661336262
Calnexin,CANX,23.791375478108723,23.900250752766926,23.826460520426433,23.9712397257487,23.724870045979817,23.030790328979492,23.23528798421224,23.542560577392578,23.264198939005535,23.404536565144856
"ES1 protein homolog, mitochondrial",C21orf33,21.390297571818035,22.36512629191081,21.731889724731445,22.036484400431316,21.977781931559246,20.51333173116048,22.112544377644856,21.831146240234375,21.932654062906902,21.735680898030598
"Thioredoxin-dependent peroxide reductase, mitochondrial",PRDX3,23.22381591796875,24.17688496907552,23.977929433186848,24.21317990620931,24.088404337565105,23.26354471842448,23.867552439371746,23.969859441121418,24.040762583414715,24.147233327229817
Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform,PPP2R1A,22.64834149678548,22.22526677449544,22.500449498494465,22.24982198079427,22.633869806925457,22.607227325439453,22.485361099243164,22.35955810546875,22.352617899576824,22.25891176859538
Phosphoglucomutase-1,PGM1,21.759480794270832,22.00836690266927,21.63873545328776,21.725743611653645,21.487084070841473,21.940649668375652,21.79364077250163,21.83076349894206,21.756771087646484,21.782432556152344
"Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial",DLST,22.491323471069336,22.66813023885091,22.470715204874676,22.429922103881836,22.589012781778973,22.59930165608724,22.367616653442383,22.349541982014973,22.335867563883465,22.199600219726562
Transaldolase,TALDO1,22.485899607340496,21.93157895406087,21.96909523010254,22.26442527770996,21.781957626342773,22.14574368794759,21.76670265197754,21.952412287394207,22.26861572265625,22.165918986002605
